Time Stamp,,1-pH_Dev2,,2-DO_Dev2,,Agitation_Dev2,,Air_Dev2,,CO2_Dev2,,GasFlow_Dev2,N2_Dev2,O2_Dev2,,Pump1_Dev2,,Pump2_Dev2,,Pump3_Dev2,,Temperature_Dev2,,
1/23/2023  7:20:24 pm,,6.11,,28.35,,293,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:21:23 pm,,6.11,,28.25,,299,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:22:23 pm,,6.11,,28.12,,304,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:23:24 pm,,6.11,,27.98,,311,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:24:23 pm,,6.11,,27.91,,317,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:25:23 pm,,6.11,,27.89,,323,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:26:24 pm,,6.11,,28.07,,329,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:27:22 pm,,6.11,,29.11,,330,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:28:23 pm,,6.11,,29.65,,332,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:29:23 pm,,6.11,,30.05,,331,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:30:24 pm,,6.11,,30.46,,330,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:31:23 pm,,6.11,,30.59,,328,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  7:32:24 pm,,6.11,,30.6,,327,,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/23/2023  7:33:22 pm,,6.11,,30.53,,325,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:34:23 pm,,6.11,,30.39,,324,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:35:22 pm,,6.11,,30.18,,323,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  7:36:23 pm,,6.11,,29.19,,326,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:37:24 pm,,6.11,,28.91,,329,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:38:24 pm,,6.11,,28.83,,333,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:39:23 pm,,6.1,,28.9,,337,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:40:24 pm,,6.11,,29.09,,339,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:41:24 pm,,6.11,,29.26,,341,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:42:23 pm,,6.1,,29.42,,342,,100,,0,,1,0,0,,0,,0,,0,,27.99,,
1/23/2023  7:43:23 pm,,6.11,,29.6,,344,,100,,0,,1,0,0,,0,,0,,0,,27.99,,
1/23/2023  7:44:24 pm,,6.11,,29.8,,345,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:45:22 pm,,6.11,,30.07,,344,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:46:23 pm,,6.11,,30.31,,343,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  7:47:24 pm,,6.11,,30.49,,342,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:48:22 pm,,6.11,,30.48,,340,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:49:23 pm,,6.11,,30.33,,339,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  7:50:24 pm,,6.11,,29.46,,341,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  7:51:22 pm,,6.11,,29.04,,344,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:52:23 pm,,6.11,,29.04,,348,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  7:53:24 pm,,6.11,,29.18,,350,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:54:22 pm,,6.11,,29.21,,352,,100,,0,,1,0,0,,100,,0,,0,,28,,
1/23/2023  7:55:23 pm,,6.11,,29.27,,354,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:56:23 pm,,6.11,,29.44,,356,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:57:24 pm,,6.1,,29.66,,357,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:58:23 pm,,6.11,,29.89,,357,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  7:59:23 pm,,6.11,,30.15,,357,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:00:24 pm,,6.11,,30.26,,356,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:01:23 pm,,6.11,,30.29,,355,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:02:24 pm,,6.11,,30.25,,355,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:03:22 pm,,6.11,,30.14,,355,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:04:23 pm,,6.11,,29.91,,354,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  8:05:23 pm,,6.11,,29.63,,355,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  8:06:24 pm,,6.1,,28.98,,360,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:07:23 pm,,6.11,,29.11,,362,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:08:23 pm,,6.1,,29.27,,364,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:09:24 pm,,6.1,,29.67,,365,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:10:22 pm,,6.11,,29.98,,365,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:11:23 pm,,6.11,,30.23,,364,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:12:23 pm,,6.1,,30.39,,363,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:13:24 pm,,6.11,,30.45,,361,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:14:23 pm,,6.11,,30.32,,361,,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/23/2023  8:15:23 pm,,6.1,,29.43,,362,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:16:24 pm,,6.11,,29.13,,365,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:17:23 pm,,6.11,,29.1,,368,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:18:24 pm,,6.1,,29.2,,370,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:19:23 pm,,6.11,,29.49,,372,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:20:24 pm,,6.11,,29.94,,372,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:21:24 pm,,6.1,,30.62,,369,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:22:23 pm,,6.11,,30.57,,367,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:23:24 pm,,6.1,,30.23,,367,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:24:23 pm,,6.1,,29.86,,367,,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/23/2023  8:25:23 pm,,6.11,,29.56,,369,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  8:26:23 pm,,6.11,,29.35,,371,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:27:23 pm,,6.1,,29.27,,373,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:28:24 pm,,6.11,,29.27,,375,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:29:22 pm,,6.1,,29.31,,377,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:30:23 pm,,6.1,,29.47,,379,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  8:31:23 pm,,6.1,,29.69,,379,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:32:24 pm,,6.11,,30.46,,377,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  8:33:23 pm,,6.1,,30.46,,377,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:34:23 pm,,6.11,,30.46,,374,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:35:24 pm,,6.1,,30.18,,374,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:36:23 pm,,6.1,,29.76,,375,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:37:23 pm,,6.11,,29.54,,376,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:38:24 pm,,6.1,,29.35,,378,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:39:23 pm,,6.1,,29.27,,381,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:40:24 pm,,6.11,,29.31,,383,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:41:22 pm,,6.1,,29.48,,384,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:42:23 pm,,6.1,,30.23,,384,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  8:43:24 pm,,6.11,,30.3,,383,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:44:22 pm,,6.1,,30.38,,381,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:45:23 pm,,6.1,,30.13,,381,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:46:23 pm,,6.11,,29.97,,381,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:47:24 pm,,6.1,,29.79,,382,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:48:22 pm,,6.11,,29.65,,383,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:49:23 pm,,6.11,,29.55,,385,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:50:24 pm,,6.1,,29.47,,386,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:51:22 pm,,6.11,,29.45,,388,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:52:23 pm,,6.1,,29.58,,389,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:53:24 pm,,6.1,,29.81,,390,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  8:54:22 pm,,6.11,,30.57,,388,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:55:23 pm,,6.1,,30.5,,386,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:56:23 pm,,6.1,,30.22,,387,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:57:24 pm,,6.1,,29.86,,386,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:58:23 pm,,6.1,,29.57,,388,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  8:59:24 pm,,6.1,,29.22,,390,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:00:22 pm,,6.1,,29.14,,393,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:01:23 pm,,6.11,,29.27,,395,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:02:24 pm,,6.1,,30.14,,395,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:03:23 pm,,6.11,,30.44,,393,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:04:23 pm,,6.1,,30.48,,391,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:05:24 pm,,6.1,,30.2,,391,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:06:22 pm,,6.1,,29.84,,391,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:07:23 pm,,6.11,,29.56,,393,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:08:23 pm,,6.1,,29.43,,395,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:09:24 pm,,6.1,,29.33,,397,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:10:22 pm,,6.1,,29.32,,399,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:11:23 pm,,6.1,,29.44,,400,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:12:23 pm,,6.1,,30.35,,399,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:13:24 pm,,6.11,,30.67,,397,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:14:22 pm,,6.1,,30.61,,395,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:15:23 pm,,6.1,,30.27,,394,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  9:16:24 pm,,6.1,,29.27,,397,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:17:22 pm,,6.1,,29.24,,399,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:18:23 pm,,6.1,,29.45,,401,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  9:19:24 pm,,6.1,,29.58,,402,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:20:23 pm,,6.1,,29.7,,403,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:21:23 pm,,6.1,,29.95,,403,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:22:22 pm,,6.1,,30.11,,403,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:23:23 pm,,6.1,,30.22,,402,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  9:24:23 pm,,6.1,,30.28,,401,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:25:24 pm,,6.1,,30.17,,401,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:26:23 pm,,6.1,,29.38,,403,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:27:23 pm,,6.1,,29.47,,404,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:28:24 pm,,6.1,,29.74,,405,,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/23/2023  9:29:23 pm,,6.1,,29.83,,405,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:30:23 pm,,6.1,,29.82,,406,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:31:24 pm,,6.1,,29.84,,406,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:32:22 pm,,6.1,,29.89,,407,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:33:23 pm,,6.1,,29.95,,407,,100,,0,,1,0,0,,0,,0,,0,,27.99,,
1/23/2023  9:34:23 pm,,6.1,,30,,406,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:35:24 pm,,6.1,,29.98,,406,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:36:23 pm,,6.1,,29.93,,407,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:37:24 pm,,6.1,,29.85,,407,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  9:38:22 pm,,6.1,,29.74,,408,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:39:24 pm,,6.1,,29.63,,410,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:40:22 pm,,6.1,,29.6,,411,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:41:23 pm,,6.1,,29.62,,412,,100,,0,,1,0,0,,0,,0,,0,,27.99,,
1/23/2023  9:42:23 pm,,6.1,,29.66,,413,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:43:22 pm,,6.1,,29.72,,414,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:44:23 pm,,6.1,,29.87,,414,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:45:24 pm,,6.1,,30.11,,414,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  9:46:24 pm,,6.1,,30.29,,414,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:47:23 pm,,6.1,,30.31,,412,,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/23/2023  9:48:23 pm,,6.1,,30.23,,411,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:49:24 pm,,6.1,,30.03,,411,,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/23/2023  9:50:22 pm,,6.1,,29.38,,413,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:51:23 pm,,6.1,,29.21,,415,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:52:23 pm,,6.1,,29.21,,418,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:53:24 pm,,6.1,,29.48,,419,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:54:22 pm,,6.1,,29.81,,419,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:55:23 pm,,6.1,,30.16,,419,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:56:24 pm,,6.1,,30.42,,417,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:57:22 pm,,6.1,,30.51,,416,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:58:23 pm,,6.1,,30.45,,414,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  9:59:24 pm,,6.1,,29.66,,415,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  10:00:24 pm,,6.1,,29.07,,418,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:01:23 pm,,6.1,,28.84,,422,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:02:23 pm,,6.1,,29.28,,424,,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/23/2023  10:03:24 pm,,6.1,,30.32,,423,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:04:22 pm,,6.1,,30.73,,420,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:05:23 pm,,6.1,,30.7,,418,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  10:06:24 pm,,6.1,,30.13,,419,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:07:23 pm,,6.1,,29.62,,419,,100,,0,,1,0,0,,0,,0,,0,,27.99,,
1/23/2023  10:08:23 pm,,6.1,,29.16,,422,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:09:24 pm,,6.1,,28.99,,425,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:10:23 pm,,6.1,,29.1,,428,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:11:23 pm,,6.1,,30.27,,427,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:12:24 pm,,6.1,,30.58,,424,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:13:23 pm,,6.1,,30.51,,423,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:14:23 pm,,6.1,,30.3,,423,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:15:22 pm,,6.1,,29.98,,422,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:16:23 pm,,6.1,,29.07,,426,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:17:24 pm,,6.1,,28.84,,430,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  10:18:22 pm,,6.1,,29.26,,432,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:19:23 pm,,6.1,,30.45,,430,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:20:24 pm,,6.1,,30.77,,427,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:21:24 pm,,6.1,,30.53,,426,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:22:23 pm,,6.1,,29.88,,427,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:23:23 pm,,6.1,,29.33,,429,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:24:24 pm,,6.1,,29.03,,432,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:25:23 pm,,6.1,,28.98,,435,,100,,0,,1,0,0,,0,,0,,0,,27.99,,
1/23/2023  10:26:23 pm,,6.1,,29.96,,435,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:27:23 pm,,6.1,,30.69,,433,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  10:28:24 pm,,6.1,,30.74,,430,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  10:29:23 pm,,6.1,,30.27,,430,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:30:24 pm,,6.1,,29.69,,431,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:31:22 pm,,6.1,,29.3,,433,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:32:23 pm,,6.1,,29.16,,436,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:33:23 pm,,6.1,,29.19,,438,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:34:24 pm,,6.1,,29.43,,440,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:35:23 pm,,6.1,,30.6,,437,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:36:24 pm,,6.1,,30.62,,435,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:37:22 pm,,6.1,,30.23,,435,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:38:23 pm,,6.1,,29.65,,436,,100,,0,,0.98,0,0,,0,,0,,0,,28,,
1/23/2023  10:39:23 pm,,6.1,,29.34,,438,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:40:24 pm,,6.1,,29.28,,440,,100,,0,,1,0,0,,0,,0,,0,,28.01,,
1/23/2023  10:41:22 pm,,6.1,,29.37,,442,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:42:23 pm,,6.1,,30.22,,441,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:43:24 pm,,6.1,,30.61,,439,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:44:24 pm,,6.1,,30.28,,439,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:45:23 pm,,6.1,,29.77,,439,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:46:24 pm,,6.1,,29.37,,441,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:47:24 pm,,6.1,,29.28,,444,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:48:23 pm,,6.1,,29.32,,446,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:49:23 pm,,6.1,,29.46,,447,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:50:24 pm,,6.1,,30.24,,446,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:51:23 pm,,6.1,,30.53,,444,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:52:23 pm,,6.1,,30.47,,444,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:53:24 pm,,6.1,,30.06,,444,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:54:22 pm,,6.1,,29.46,,445,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:55:23 pm,,6.1,,29.07,,448,,100,,0,,1,0,0,,0,,0,,0,,28,,
1/23/2023  10:56:24 pm,,6.1,,28.97,,451,,100,,0,,1,0,0,,0,,0,,0,,28,,
